GameCode,DateFormat,Hour,TablesOcc,TablesOpen,TablesClosed,HeadCount,DayOfWeek,DayNumber
C4,8/9/2011,0,0,1,0,0,3,9
C4,8/9/2011,1,1,1,0,2,3,9
C4,8/9/2011,2,0,1,0,0,3,9
C4,8/9/2011,3,0,0,1,0,3,9
C4,8/9/2011,4,0,0,1,0,3,9
C4,8/9/2011,5,0,0,1,0,3,9
C4,8/9/2011,6,0,0,1,0,3,9
C4,8/9/2011,7,0,0,1,0,3,9
C4,8/9/2011,8,0,0,1,0,3,9
C4,8/9/2011,9,0,0,1,0,3,9
C4,8/9/2011,10,0,0,1,0,3,9
C4,8/9/2011,11,0,0,1,0,3,9
C4,8/9/2011,12,1,1,0,5,3,9
C4,8/9/2011,13,1,1,0,3,3,9
C4,8/9/2011,14,1,1,0,5,3,9
C4,8/9/2011,15,1,1,0,4,3,9
C4,8/9/2011,16,1,1,0,4,3,9
C4,8/9/2011,17,1,1,0,5,3,9
C4,8/9/2011,18,1,1,0,6,3,9
C4,8/9/2011,19,1,1,0,4,3,9
C4,8/9/2011,20,1,1,0,6,3,9
C4,8/9/2011,21,1,1,0,2,3,9
C4,8/9/2011,22,1,1,0,4,3,9
C4,8/9/2011,23,1,1,0,4,3,9
CR,8/9/2011,0,4,4,2,24,3,9
CR,8/9/2011,1,3,4,2,16,3,9
CR,8/9/2011,2,3,3,3,23,3,9
CR,8/9/2011,3,2,2,4,11,3,9
CR,8/9/2011,4,1,1,5,8,3,9
CR,8/9/2011,5,1,1,5,3,3,9
CR,8/9/2011,6,1,1,5,1,3,9
CR,8/9/2011,7,1,1,5,1,3,9
CR,8/9/2011,8,1,1,5,5,3,9
CR,8/9/2011,9,1,1,5,5,3,9
CR,8/9/2011,10,1,1,5,5,3,9
CR,8/9/2011,11,2,2,4,4,3,9
CR,8/9/2011,12,2,3,3,16,3,9
CR,8/9/2011,13,2,3,3,8,3,9
CR,8/9/2011,14,3,3,3,11,3,9
CR,8/9/2011,15,3,3,3,13,3,9
CR,8/9/2011,16,3,3,3,17,3,9
CR,8/9/2011,17,2,3,3,17,3,9
CR,8/9/2011,18,3,3,3,22,3,9
CR,8/9/2011,19,3,3,3,22,3,9
CR,8/9/2011,20,3,3,3,12,3,9
CR,8/9/2011,21,4,4,2,24,3,9
CR,8/9/2011,22,4,4,2,25,3,9
CR,8/9/2011,23,4,4,2,18,3,9
DH,8/9/2011,0,3,4,2,7,3,9
DH,8/9/2011,1,3,4,2,4,3,9
DH,8/9/2011,2,3,4,2,5,3,9
DH,8/9/2011,3,3,4,2,10,3,9
DH,8/9/2011,4,1,3,3,1,3,9
DH,8/9/2011,5,1,2,4,2,3,9
DH,8/9/2011,6,1,1,5,1,3,9
DH,8/9/2011,7,1,2,4,2,3,9
DH,8/9/2011,8,2,2,4,2,3,9
DH,8/9/2011,9,2,2,4,2,3,9
DH,8/9/2011,10,1,2,4,1,3,9
DH,8/9/2011,11,3,3,3,8,3,9
DH,8/9/2011,12,2,4,2,3,3,9
DH,8/9/2011,13,3,4,2,7,3,9
DH,8/9/2011,14,4,4,2,13,3,9
DH,8/9/2011,15,1,4,2,4,3,9
DH,8/9/2011,16,3,4,2,7,3,9
DH,8/9/2011,17,2,4,2,5,3,9
DH,8/9/2011,18,3,4,2,11,3,9
DH,8/9/2011,19,3,4,2,10,3,9
DH,8/9/2011,20,4,5,1,9,3,9
DH,8/9/2011,21,5,5,1,13,3,9
DH,8/9/2011,22,4,5,1,8,3,9
DH,8/9/2011,23,4,5,1,14,3,9
C4,8/10/2011,0,1,1,0,4,4,10
C4,8/10/2011,1,1,1,0,3,4,10
C4,8/10/2011,2,0,1,0,0,4,10
C4,8/10/2011,3,0,1,0,0,4,10
C4,8/10/2011,4,0,0,1,0,4,10
C4,8/10/2011,5,0,0,1,0,4,10
C4,8/10/2011,6,0,0,1,0,4,10
C4,8/10/2011,7,0,0,1,0,4,10
C4,8/10/2011,8,0,0,1,0,4,10
C4,8/10/2011,9,0,0,1,0,4,10
C4,8/10/2011,10,0,0,1,0,4,10
C4,8/10/2011,11,0,0,1,0,4,10
C4,8/10/2011,12,1,1,0,4,4,10
C4,8/10/2011,13,1,1,0,6,4,10
C4,8/10/2011,14,1,1,0,6,4,10
C4,8/10/2011,15,1,1,0,6,4,10
C4,8/10/2011,16,1,1,0,5,4,10
C4,8/10/2011,17,1,1,0,5,4,10
C4,8/10/2011,18,1,1,0,2,4,10
C4,8/10/2011,19,1,1,0,3,4,10
C4,8/10/2011,20,1,1,0,5,4,10
C4,8/10/2011,21,1,1,0,5,4,10
C4,8/10/2011,22,1,1,0,4,4,10
C4,8/10/2011,23,1,1,0,5,4,10
CR,8/10/2011,0,4,4,2,12,4,10
CR,8/10/2011,1,3,3,3,12,4,10
CR,8/10/2011,2,3,3,3,18,4,10
CR,8/10/2011,3,1,1,5,6,4,10
CR,8/10/2011,4,1,1,5,7,4,10
CR,8/10/2011,5,1,1,5,5,4,10
CR,8/10/2011,6,1,1,5,2,4,10
CR,8/10/2011,7,0,1,5,0,4,10
CR,8/10/2011,8,1,1,5,4,4,10
CR,8/10/2011,9,1,1,5,5,4,10
CR,8/10/2011,10,1,1,5,8,4,10
CR,8/10/2011,11,2,2,4,4,4,10
CR,8/10/2011,12,3,3,3,6,4,10
CR,8/10/2011,13,3,3,3,7,4,10
CR,8/10/2011,14,3,3,3,10,4,10
CR,8/10/2011,15,3,3,3,12,4,10
CR,8/10/2011,16,3,3,3,15,4,10
CR,8/10/2011,17,3,3,3,20,4,10
CR,8/10/2011,18,3,3,3,19,4,10
CR,8/10/2011,19,3,3,3,18,4,10
CR,8/10/2011,20,3,4,2,16,4,10
CR,8/10/2011,21,4,4,2,20,4,10
CR,8/10/2011,22,4,4,2,22,4,10
CR,8/10/2011,23,4,4,2,23,4,10
DH,8/10/2011,0,4,5,1,13,4,10
DH,8/10/2011,1,4,5,1,10,4,10
DH,8/10/2011,2,3,5,1,5,4,10
DH,8/10/2011,3,2,3,3,4,4,10
DH,8/10/2011,4,1,2,4,1,4,10
DH,8/10/2011,5,1,2,4,2,4,10
DH,8/10/2011,6,2,2,4,2,4,10
DH,8/10/2011,7,1,1,5,2,4,10
DH,8/10/2011,8,1,1,5,3,4,10
DH,8/10/2011,9,1,1,5,4,4,10
DH,8/10/2011,10,1,1,5,5,4,10
DH,8/10/2011,11,1,1,5,4,4,10
DH,8/10/2011,12,2,3,3,5,4,10
DH,8/10/2011,13,1,3,3,3,4,10
DH,8/10/2011,14,3,3,3,3,4,10
DH,8/10/2011,15,3,3,3,7,4,10
DH,8/10/2011,16,2,3,3,6,4,10
DH,8/10/2011,17,2,3,3,8,4,10
DH,8/10/2011,18,2,3,3,7,4,10
DH,8/10/2011,19,2,3,3,4,4,10
DH,8/10/2011,20,4,4,2,7,4,10
DH,8/10/2011,21,3,4,2,8,4,10
DH,8/10/2011,22,3,4,2,10,4,10
DH,8/10/2011,23,3,4,2,10,4,10
C4,8/11/2011,0,1,1,0,3,5,11
C4,8/11/2011,1,1,1,0,4,5,11
C4,8/11/2011,2,1,1,0,4,5,11
C4,8/11/2011,3,1,1,0,4,5,11
C4,8/11/2011,4,1,1,0,5,5,11
C4,8/11/2011,5,0,0,1,0,5,11
C4,8/11/2011,6,0,0,1,0,5,11
C4,8/11/2011,7,0,0,1,0,5,11
C4,8/11/2011,8,0,0,1,0,5,11
C4,8/11/2011,9,0,0,1,0,5,11
C4,8/11/2011,10,0,0,1,0,5,11
C4,8/11/2011,11,0,0,1,0,5,11
C4,8/11/2011,12,1,1,0,1,5,11
C4,8/11/2011,13,1,1,0,5,5,11
C4,8/11/2011,14,1,1,0,6,5,11
C4,8/11/2011,15,1,1,0,6,5,11
C4,8/11/2011,16,1,1,0,6,5,11
C4,8/11/2011,17,1,1,0,2,5,11
C4,8/11/2011,18,1,1,0,5,5,11
C4,8/11/2011,19,1,1,0,3,5,11
C4,8/11/2011,20,1,1,0,5,5,11
C4,8/11/2011,21,1,1,0,5,5,11
C4,8/11/2011,22,1,1,0,1,5,11
C4,8/11/2011,23,1,1,0,5,5,11
CR,8/11/2011,0,3,4,2,12,5,11
CR,8/11/2011,1,3,3,3,17,5,11
CR,8/11/2011,2,1,2,4,4,5,11
CR,8/11/2011,3,1,2,4,6,5,11
CR,8/11/2011,4,1,1,5,7,5,11
CR,8/11/2011,5,1,1,5,7,5,11
CR,8/11/2011,6,1,1,5,2,5,11
CR,8/11/2011,7,1,1,5,12,5,11
CR,8/11/2011,8,1,1,5,2,5,11
CR,8/11/2011,9,1,1,5,7,5,11
CR,8/11/2011,10,1,1,5,5,5,11
CR,8/11/2011,11,2,2,4,16,5,11
CR,8/11/2011,12,3,3,3,14,5,11
CR,8/11/2011,13,3,3,3,18,5,11
CR,8/11/2011,14,3,3,3,16,5,11
CR,8/11/2011,15,3,3,3,19,5,11
CR,8/11/2011,16,3,3,3,21,5,11
CR,8/11/2011,17,3,3,3,25,5,11
CR,8/11/2011,18,3,3,3,13,5,11
CR,8/11/2011,19,3,3,3,20,5,11
CR,8/11/2011,20,4,4,2,34,5,11
CR,8/11/2011,21,5,5,1,44,5,11
CR,8/11/2011,22,5,5,1,40,5,11
CR,8/11/2011,23,4,5,1,41,5,11
DH,8/11/2011,0,4,4,2,13,5,11
DH,8/11/2011,1,4,4,2,6,5,11
DH,8/11/2011,2,4,4,2,8,5,11
DH,8/11/2011,3,2,3,3,5,5,11
DH,8/11/2011,4,3,3,3,8,5,11
DH,8/11/2011,5,1,2,4,3,5,11
DH,8/11/2011,6,2,2,4,5,5,11
DH,8/11/2011,7,2,2,4,7,5,11
DH,8/11/2011,8,2,2,4,9,5,11
DH,8/11/2011,9,2,2,4,5,5,11
DH,8/11/2011,10,2,2,4,5,5,11
DH,8/11/2011,11,2,2,4,7,5,11
DH,8/11/2011,12,2,3,3,5,5,11
DH,8/11/2011,13,3,3,3,5,5,11
DH,8/11/2011,14,2,3,3,6,5,11
DH,8/11/2011,15,2,3,3,4,5,11
DH,8/11/2011,16,3,3,3,5,5,11
DH,8/11/2011,17,3,3,3,7,5,11
DH,8/11/2011,18,3,3,3,10,5,11
DH,8/11/2011,19,2,3,3,4,5,11
DH,8/11/2011,20,2,5,1,6,5,11
DH,8/11/2011,21,4,5,1,16,5,11
DH,8/11/2011,22,3,5,1,10,5,11
DH,8/11/2011,23,3,5,1,10,5,11
C4,8/12/2011,0,1,1,0,4,6,12
C4,8/12/2011,1,1,1,0,4,6,12
C4,8/12/2011,2,1,1,0,3,6,12
C4,8/12/2011,3,1,1,0,1,6,12
C4,8/12/2011,4,0,0,1,0,6,12
C4,8/12/2011,5,0,0,1,0,6,12
C4,8/12/2011,6,0,0,1,0,6,12
C4,8/12/2011,7,0,0,1,0,6,12
C4,8/12/2011,8,0,0,1,0,6,12
C4,8/12/2011,9,0,0,1,0,6,12
C4,8/12/2011,10,0,0,1,0,6,12
C4,8/12/2011,11,0,0,1,0,6,12
C4,8/12/2011,12,1,1,0,5,6,12
C4,8/12/2011,13,1,1,0,2,6,12
C4,8/12/2011,14,1,1,0,5,6,12
C4,8/12/2011,15,1,1,0,1,6,12
C4,8/12/2011,16,1,1,0,5,6,12
C4,8/12/2011,17,1,1,0,3,6,12
C4,8/12/2011,18,1,1,0,3,6,12
C4,8/12/2011,19,1,1,0,5,6,12
C4,8/12/2011,20,1,1,0,2,6,12
C4,8/12/2011,21,1,1,0,2,6,12
C4,8/12/2011,22,1,1,0,4,6,12
C4,8/12/2011,23,1,1,0,4,6,12
CR,8/12/2011,0,5,5,1,41,6,12
CR,8/12/2011,1,3,3,3,21,6,12
CR,8/12/2011,2,3,3,3,18,6,12
CR,8/12/2011,3,2,2,4,3,6,12
CR,8/12/2011,4,1,1,5,8,6,12
CR,8/12/2011,5,1,1,5,7,6,12
CR,8/12/2011,6,1,1,5,8,6,12
CR,8/12/2011,7,1,1,5,12,6,12
CR,8/12/2011,8,1,1,5,9,6,12
CR,8/12/2011,9,1,1,5,10,6,12
CR,8/12/2011,10,2,2,4,13,6,12
CR,8/12/2011,11,2,3,3,13,6,12
CR,8/12/2011,12,2,3,3,14,6,12
CR,8/12/2011,13,4,4,2,33,6,12
CR,8/12/2011,14,4,4,2,34,6,12
CR,8/12/2011,15,4,4,2,43,6,12
CR,8/12/2011,16,4,4,2,33,6,12
CR,8/12/2011,17,4,4,2,34,6,12
CR,8/12/2011,18,4,4,2,32,6,12
CR,8/12/2011,19,4,4,2,31,6,12
CR,8/12/2011,20,5,5,1,39,6,12
CR,8/12/2011,21,5,5,1,39,6,12
CR,8/12/2011,22,5,5,1,52,6,12
CR,8/12/2011,23,5,5,1,70,6,12
DH,8/12/2011,0,4,5,1,12,6,12
DH,8/12/2011,1,3,5,1,9,6,12
DH,8/12/2011,2,0,4,2,0,6,12
DH,8/12/2011,3,1,4,2,1,6,12
DH,8/12/2011,4,2,3,3,4,6,12
DH,8/12/2011,5,2,2,4,4,6,12
DH,8/12/2011,6,0,2,4,0,6,12
DH,8/12/2011,7,2,2,4,7,6,12
DH,8/12/2011,8,2,2,4,4,6,12
DH,8/12/2011,9,2,2,4,10,6,12
DH,8/12/2011,10,3,3,3,12,6,12
DH,8/12/2011,11,3,3,3,7,6,12
DH,8/12/2011,12,5,5,1,13,6,12
DH,8/12/2011,13,5,5,1,8,6,12
DH,8/12/2011,14,3,5,1,11,6,12
DH,8/12/2011,15,5,5,1,15,6,12
DH,8/12/2011,16,4,5,1,10,6,12
DH,8/12/2011,17,4,5,1,10,6,12
DH,8/12/2011,18,4,5,1,10,6,12
DH,8/12/2011,19,4,5,1,6,6,12
DH,8/12/2011,20,4,5,1,8,6,12
DH,8/12/2011,21,4,5,1,10,6,12
DH,8/12/2011,22,4,5,1,10,6,12
DH,8/12/2011,23,3,5,1,8,6,12
C4,8/13/2011,0,1,1,0,4,7,13
C4,8/13/2011,1,1,1,0,5,7,13
C4,8/13/2011,2,1,1,0,4,7,13
C4,8/13/2011,3,0,1,0,0,7,13
C4,8/13/2011,4,0,0,1,0,7,13
C4,8/13/2011,5,0,0,1,0,7,13
C4,8/13/2011,6,0,0,1,0,7,13
C4,8/13/2011,7,0,0,1,0,7,13
C4,8/13/2011,8,0,0,1,0,7,13
C4,8/13/2011,9,0,0,1,0,7,13
C4,8/13/2011,10,0,0,1,0,7,13
C4,8/13/2011,11,1,1,0,2,7,13
C4,8/13/2011,12,1,1,0,2,7,13
C4,8/13/2011,13,1,1,0,5,7,13
C4,8/13/2011,14,1,1,0,3,7,13
C4,8/13/2011,15,1,1,0,2,7,13
C4,8/13/2011,16,1,1,0,3,7,13
C4,8/13/2011,17,1,1,0,2,7,13
C4,8/13/2011,18,1,1,0,5,7,13
C4,8/13/2011,19,1,1,0,4,7,13
C4,8/13/2011,20,1,1,0,6,7,13
C4,8/13/2011,21,1,1,0,5,7,13
C4,8/13/2011,22,1,1,0,4,7,13
C4,8/13/2011,23,1,1,0,6,7,13
CR,8/13/2011,0,5,5,1,46,7,13
CR,8/13/2011,1,5,5,1,38,7,13
CR,8/13/2011,2,5,5,1,54,7,13
CR,8/13/2011,3,5,5,1,32,7,13
CR,8/13/2011,4,3,4,2,12,7,13
CR,8/13/2011,5,2,3,3,10,7,13
CR,8/13/2011,6,1,3,3,3,7,13
CR,8/13/2011,7,1,3,3,4,7,13
CR,8/13/2011,8,1,3,3,5,7,13
CR,8/13/2011,9,2,3,3,3,7,13
CR,8/13/2011,10,2,3,3,11,7,13
CR,8/13/2011,11,2,4,2,12,7,13
CR,8/13/2011,12,4,5,1,28,7,13
CR,8/13/2011,13,5,5,1,40,7,13
CR,8/13/2011,14,5,5,1,45,7,13
CR,8/13/2011,15,5,5,1,43,7,13
CR,8/13/2011,16,5,5,1,40,7,13
CR,8/13/2011,17,5,5,1,41,7,13
CR,8/13/2011,18,5,5,1,22,7,13
CR,8/13/2011,19,5,5,1,41,7,13
CR,8/13/2011,20,6,6,0,31,7,13
CR,8/13/2011,21,6,6,0,37,7,13
CR,8/13/2011,22,6,6,0,48,7,13
CR,8/13/2011,23,6,6,0,57,7,13
DH,8/13/2011,0,5,5,1,12,7,13
DH,8/13/2011,1,2,5,1,3,7,13
DH,8/13/2011,2,4,5,1,7,7,13
DH,8/13/2011,3,3,4,2,4,7,13
DH,8/13/2011,4,3,4,2,8,7,13
DH,8/13/2011,5,2,4,2,3,7,13
DH,8/13/2011,6,2,4,2,3,7,13
DH,8/13/2011,7,3,4,2,5,7,13
DH,8/13/2011,8,2,3,3,3,7,13
DH,8/13/2011,9,2,3,3,2,7,13
DH,8/13/2011,10,2,4,2,4,7,13
DH,8/13/2011,11,2,5,1,4,7,13
DH,8/13/2011,12,4,5,1,7,7,13
DH,8/13/2011,13,3,5,1,7,7,13
DH,8/13/2011,14,3,5,1,11,7,13
DH,8/13/2011,15,4,5,1,9,7,13
DH,8/13/2011,16,5,5,1,11,7,13
DH,8/13/2011,17,4,5,1,13,7,13
DH,8/13/2011,18,4,5,1,11,7,13
DH,8/13/2011,19,3,5,1,9,7,13
DH,8/13/2011,20,5,5,1,21,7,13
DH,8/13/2011,21,5,5,1,11,7,13
DH,8/13/2011,22,5,5,1,14,7,13
DH,8/13/2011,23,5,5,1,15,7,13
C4,8/14/2011,0,1,1,0,5,1,14
C4,8/14/2011,1,1,1,0,3,1,14
C4,8/14/2011,2,0,1,0,0,1,14
C4,8/14/2011,3,0,0,1,0,1,14
C4,8/14/2011,4,0,0,1,0,1,14
C4,8/14/2011,5,0,0,1,0,1,14
C4,8/14/2011,6,0,0,1,0,1,14
C4,8/14/2011,7,0,0,1,0,1,14
C4,8/14/2011,8,0,0,1,0,1,14
C4,8/14/2011,9,0,0,1,0,1,14
C4,8/14/2011,10,0,0,1,0,1,14
C4,8/14/2011,11,1,1,0,2,1,14
C4,8/14/2011,12,1,1,0,4,1,14
C4,8/14/2011,13,1,1,0,2,1,14
C4,8/14/2011,14,1,1,0,5,1,14
C4,8/14/2011,15,1,1,0,4,1,14
C4,8/14/2011,16,1,1,0,4,1,14
C4,8/14/2011,17,1,1,0,4,1,14
C4,8/14/2011,18,1,1,0,1,1,14
C4,8/14/2011,19,1,1,0,6,1,14
C4,8/14/2011,20,1,1,0,6,1,14
C4,8/14/2011,21,1,1,0,5,1,14
C4,8/14/2011,22,1,1,0,4,1,14
C4,8/14/2011,23,1,1,0,6,1,14
CR,8/14/2011,0,6,6,0,33,1,14
CR,8/14/2011,1,6,6,0,52,1,14
CR,8/14/2011,2,5,6,0,28,1,14
CR,8/14/2011,3,4,4,2,10,1,14
CR,8/14/2011,4,2,2,4,24,1,14
CR,8/14/2011,5,2,2,4,14,1,14
CR,8/14/2011,6,2,2,4,24,1,14
CR,8/14/2011,7,2,2,4,5,1,14
CR,8/14/2011,8,1,2,4,3,1,14
CR,8/14/2011,9,2,2,4,24,1,14
CR,8/14/2011,10,2,2,4,5,1,14
CR,8/14/2011,11,2,3,3,7,1,14
CR,8/14/2011,12,3,4,2,17,1,14
CR,8/14/2011,13,4,4,2,23,1,14
CR,8/14/2011,14,4,4,2,20,1,14
CR,8/14/2011,15,4,4,2,25,1,14
CR,8/14/2011,16,4,4,2,35,1,14
CR,8/14/2011,17,4,4,2,35,1,14
CR,8/14/2011,18,4,4,2,34,1,14
CR,8/14/2011,19,4,4,2,37,1,14
CR,8/14/2011,20,4,4,2,24,1,14
CR,8/14/2011,21,4,5,1,17,1,14
CR,8/14/2011,22,5,5,1,38,1,14
CR,8/14/2011,23,5,5,1,37,1,14
DH,8/14/2011,0,4,5,1,11,1,14
DH,8/14/2011,1,5,5,1,11,1,14
DH,8/14/2011,2,4,5,1,13,1,14
DH,8/14/2011,3,4,5,1,9,1,14
DH,8/14/2011,4,4,5,1,12,1,14
DH,8/14/2011,5,4,5,1,7,1,14
DH,8/14/2011,6,2,5,1,3,1,14
DH,8/14/2011,7,3,4,2,8,1,14
DH,8/14/2011,8,3,4,2,15,1,14
DH,8/14/2011,9,3,4,2,5,1,14
DH,8/14/2011,10,3,5,1,8,1,14
DH,8/14/2011,11,3,5,1,6,1,14
DH,8/14/2011,12,3,5,1,7,1,14
DH,8/14/2011,13,3,5,1,12,1,14
DH,8/14/2011,14,3,5,1,7,1,14
DH,8/14/2011,15,4,5,1,10,1,14
DH,8/14/2011,16,3,5,1,5,1,14
DH,8/14/2011,17,2,5,1,6,1,14
DH,8/14/2011,18,3,4,2,11,1,14
DH,8/14/2011,19,3,4,2,11,1,14
DH,8/14/2011,20,3,4,2,10,1,14
DH,8/14/2011,21,3,4,2,9,1,14
DH,8/14/2011,22,3,4,2,12,1,14
DH,8/14/2011,23,3,4,2,12,1,14
C4,8/15/2011,0,1,1,0,5,2,15
C4,8/15/2011,1,1,1,0,5,2,15
C4,8/15/2011,2,1,1,0,3,2,15
C4,8/15/2011,3,1,1,0,6,2,15
C4,8/15/2011,4,1,1,0,2,2,15
C4,8/15/2011,5,1,1,0,2,2,15
C4,8/15/2011,6,1,1,0,1,2,15
C4,8/15/2011,7,1,1,0,1,2,15
C4,8/15/2011,8,1,1,0,3,2,15
C4,8/15/2011,9,0,1,0,0,2,15
C4,8/15/2011,10,1,1,0,1,2,15
C4,8/15/2011,11,1,1,0,2,2,15
C4,8/15/2011,12,1,1,0,3,2,15
C4,8/15/2011,13,1,1,0,6,2,15
C4,8/15/2011,14,1,1,0,4,2,15
C4,8/15/2011,15,1,1,0,5,2,15
C4,8/15/2011,16,1,1,0,1,2,15
C4,8/15/2011,17,1,1,0,3,2,15
C4,8/15/2011,18,1,1,0,5,2,15
C4,8/15/2011,19,1,1,0,3,2,15
C4,8/15/2011,20,1,1,0,4,2,15
C4,8/15/2011,21,1,1,0,4,2,15
C4,8/15/2011,22,1,1,0,5,2,15
C4,8/15/2011,23,1,1,0,4,2,15
CR,8/15/2011,0,5,5,1,40,2,15
CR,8/15/2011,1,4,4,2,24,2,15
CR,8/15/2011,2,3,3,3,21,2,15
CR,8/15/2011,3,1,3,3,3,2,15
CR,8/15/2011,4,1,1,5,2,2,15
CR,8/15/2011,5,1,1,5,1,2,15
CR,8/15/2011,6,1,1,5,1,2,15
CR,8/15/2011,7,0,1,5,0,2,15
CR,8/15/2011,8,1,1,5,4,2,15
CR,8/15/2011,9,1,1,5,5,2,15
CR,8/15/2011,10,1,1,5,8,2,15
CR,8/15/2011,11,2,2,4,15,2,15
CR,8/15/2011,12,2,3,3,20,2,15
CR,8/15/2011,13,3,3,3,24,2,15
CR,8/15/2011,14,3,3,3,23,2,15
CR,8/15/2011,15,3,3,3,27,2,15
CR,8/15/2011,16,3,3,3,30,2,15
CR,8/15/2011,17,3,3,3,21,2,15
CR,8/15/2011,18,3,3,3,24,2,15
CR,8/15/2011,19,3,3,3,19,2,15
CR,8/15/2011,20,3,3,3,17,2,15
CR,8/15/2011,21,3,4,2,16,2,15
CR,8/15/2011,22,3,4,2,26,2,15
CR,8/15/2011,23,3,4,2,20,2,15
DH,8/15/2011,0,3,4,2,10,2,15
DH,8/15/2011,1,3,4,2,8,2,15
DH,8/15/2011,2,3,4,2,9,2,15
DH,8/15/2011,3,1,3,3,1,2,15
DH,8/15/2011,4,1,3,3,2,2,15
DH,8/15/2011,5,2,2,4,6,2,15
DH,8/15/2011,6,2,2,4,10,2,15
DH,8/15/2011,7,2,2,4,6,2,15
DH,8/15/2011,8,1,2,4,4,2,15
DH,8/15/2011,9,1,3,3,5,2,15
DH,8/15/2011,10,1,2,4,1,2,15
DH,8/15/2011,11,1,2,4,2,2,15
DH,8/15/2011,12,2,2,4,3,2,15
DH,8/15/2011,13,3,3,3,5,2,15
DH,8/15/2011,14,2,3,3,5,2,15
DH,8/15/2011,15,2,3,3,3,2,15
DH,8/15/2011,16,3,3,3,7,2,15
DH,8/15/2011,17,1,3,3,3,2,15
DH,8/15/2011,18,1,3,3,1,2,15
DH,8/15/2011,19,2,3,3,7,2,15
DH,8/15/2011,20,3,4,2,5,2,15
DH,8/15/2011,21,3,4,2,6,2,15
DH,8/15/2011,22,3,4,2,13,2,15
DH,8/15/2011,23,2,4,2,5,2,15
C4,8/16/2011,0,1,1,0,3,3,16
C4,8/16/2011,1,1,1,0,3,3,16
C4,8/16/2011,2,1,1,0,4,3,16
C4,8/16/2011,3,0,1,0,0,3,16
C4,8/16/2011,4,0,0,1,0,3,16
C4,8/16/2011,5,0,0,1,0,3,16
C4,8/16/2011,6,0,0,1,0,3,16
C4,8/16/2011,7,0,0,1,0,3,16
C4,8/16/2011,8,0,0,1,0,3,16
C4,8/16/2011,9,0,0,1,0,3,16
C4,8/16/2011,10,0,0,1,0,3,16
C4,8/16/2011,11,0,0,1,0,3,16
C4,8/16/2011,12,1,1,0,3,3,16
C4,8/16/2011,13,1,1,0,2,3,16
C4,8/16/2011,14,1,1,0,2,3,16
C4,8/16/2011,15,0,1,0,0,3,16
C4,8/16/2011,16,1,1,0,2,3,16
C4,8/16/2011,17,0,1,0,0,3,16
C4,8/16/2011,18,1,1,0,5,3,16
C4,8/16/2011,19,1,1,0,2,3,16
C4,8/16/2011,20,1,1,0,3,3,16
C4,8/16/2011,21,1,1,0,3,3,16
C4,8/16/2011,22,1,1,0,4,3,16
C4,8/16/2011,23,1,1,0,6,3,16
CR,8/16/2011,0,2,4,2,14,3,16
CR,8/16/2011,1,4,4,2,20,3,16
CR,8/16/2011,2,1,1,5,5,3,16
CR,8/16/2011,3,1,1,5,5,3,16
CR,8/16/2011,4,1,1,5,1,3,16
CR,8/16/2011,5,1,1,5,1,3,16
CR,8/16/2011,6,1,1,5,1,3,16
CR,8/16/2011,7,1,1,5,5,3,16
CR,8/16/2011,8,1,1,5,5,3,16
CR,8/16/2011,9,1,1,5,8,3,16
CR,8/16/2011,10,1,1,5,3,3,16
CR,8/16/2011,11,2,3,3,7,3,16
CR,8/16/2011,12,2,3,3,19,3,16
CR,8/16/2011,13,3,3,3,24,3,16
CR,8/16/2011,14,3,3,3,26,3,16
CR,8/16/2011,15,3,3,3,28,3,16
CR,8/16/2011,16,3,3,3,18,3,16
CR,8/16/2011,17,3,3,3,20,3,16
CR,8/16/2011,18,3,3,3,28,3,16
CR,8/16/2011,19,3,3,3,26,3,16
CR,8/16/2011,20,3,4,2,22,3,16
CR,8/16/2011,21,4,4,2,25,3,16
CR,8/16/2011,22,5,5,1,33,3,16
CR,8/16/2011,23,5,5,1,26,3,16
C4,8/17/2011,0,1,1,0,4,4,17
C4,8/17/2011,1,1,1,0,5,4,17
C4,8/17/2011,2,1,1,0,5,4,17
C4,8/17/2011,3,1,1,0,3,4,17
C4,8/17/2011,4,1,1,0,5,4,17
C4,8/17/2011,5,1,1,0,2,4,17
C4,8/17/2011,6,1,1,0,2,4,17
C4,8/17/2011,7,1,1,0,2,4,17
C4,8/17/2011,8,1,1,0,3,4,17
C4,8/17/2011,9,1,1,0,1,4,17
C4,8/17/2011,10,1,1,0,2,4,17
C4,8/17/2011,11,1,1,0,2,4,17
C4,8/17/2011,12,1,1,0,4,4,17
C4,8/17/2011,13,1,1,0,6,4,17
C4,8/17/2011,14,1,1,0,4,4,17
C4,8/17/2011,15,1,1,0,2,4,17
C4,8/17/2011,16,1,1,0,3,4,17
C4,8/17/2011,17,1,1,0,2,4,17
C4,8/17/2011,18,1,1,0,4,4,17
C4,8/17/2011,19,1,1,0,3,4,17
C4,8/17/2011,20,1,1,0,4,4,17
C4,8/17/2011,21,1,1,0,6,4,17
C4,8/17/2011,22,1,1,0,6,4,17
C4,8/17/2011,23,1,1,0,6,4,17
CR,8/17/2011,0,4,5,1,11,4,17
CR,8/17/2011,1,3,3,3,7,4,17
CR,8/17/2011,2,2,2,4,4,4,17
CR,8/17/2011,3,1,1,5,4,4,17
CR,8/17/2011,4,1,1,5,2,4,17
