GameCode,DateFormat,Hour,TablesOcc,TablesOpen,TablesClosed,HeadCount,DayOfWeek,DayNumber
CR,8/17/2011,5,1,1,5,1,4,17
CR,8/17/2011,6,0,1,5,0,4,17
CR,8/17/2011,7,1,1,5,1,4,17
CR,8/17/2011,8,1,1,5,5,4,17
CR,8/17/2011,9,1,1,5,8,4,17
CR,8/17/2011,10,1,1,5,7,4,17
CR,8/17/2011,11,2,3,3,2,4,17
CR,8/17/2011,12,2,3,3,17,4,17
CR,8/17/2011,13,3,3,3,5,4,17
CR,8/17/2011,14,3,3,3,20,4,17
CR,8/17/2011,15,3,3,3,18,4,17
CR,8/17/2011,16,3,3,3,21,4,17
CR,8/17/2011,17,3,3,3,8,4,17
CR,8/17/2011,18,3,3,3,18,4,17
CR,8/17/2011,19,3,3,3,17,4,17
CR,8/17/2011,20,2,4,2,11,4,17
CR,8/17/2011,21,5,5,1,30,4,17
CR,8/17/2011,22,5,5,1,26,4,17
CR,8/17/2011,23,4,5,1,19,4,17
C4,8/18/2011,0,1,1,0,5,5,18
C4,8/18/2011,1,1,1,0,3,5,18
C4,8/18/2011,2,1,1,0,4,5,18
C4,8/18/2011,3,1,1,0,4,5,18
C4,8/18/2011,4,1,1,0,3,5,18
C4,8/18/2011,5,1,1,0,1,5,18
C4,8/18/2011,6,0,1,0,0,5,18
C4,8/18/2011,7,0,0,1,0,5,18
C4,8/18/2011,8,0,0,1,0,5,18
C4,8/18/2011,9,0,0,1,0,5,18
C4,8/18/2011,10,0,0,1,0,5,18
C4,8/18/2011,11,0,0,1,0,5,18
C4,8/18/2011,12,0,0,1,0,5,18
C4,8/18/2011,13,0,1,0,0,5,18
C4,8/18/2011,14,1,1,0,2,5,18
C4,8/18/2011,15,1,1,0,2,5,18
C4,8/18/2011,16,1,1,0,5,5,18
C4,8/18/2011,17,1,1,0,6,5,18
C4,8/18/2011,18,1,1,0,5,5,18
C4,8/18/2011,19,1,1,0,3,5,18
C4,8/18/2011,20,1,1,0,4,5,18
C4,8/18/2011,21,1,1,0,5,5,18
C4,8/18/2011,22,1,1,0,2,5,18
C4,8/18/2011,23,1,1,0,3,5,18
CR,8/18/2011,0,2,3,3,10,5,18
CR,8/18/2011,1,3,3,3,18,5,18
CR,8/18/2011,2,3,3,3,12,5,18
CR,8/18/2011,3,2,2,4,6,5,18
CR,8/18/2011,4,1,1,5,1,5,18
CR,8/18/2011,5,1,1,5,1,5,18
CR,8/18/2011,6,1,1,5,12,5,18
CR,8/18/2011,7,1,1,5,12,5,18
CR,8/18/2011,8,1,1,5,3,5,18
CR,8/18/2011,9,1,1,5,5,5,18
CR,8/18/2011,10,1,1,5,8,5,18
CR,8/18/2011,11,2,2,4,16,5,18
CR,8/18/2011,12,2,3,3,14,5,18
CR,8/18/2011,13,3,3,3,19,5,18
CR,8/18/2011,14,3,3,3,20,5,18
CR,8/18/2011,15,3,3,3,23,5,18
CR,8/18/2011,16,3,3,3,17,5,18
CR,8/18/2011,17,3,3,3,20,5,18
CR,8/18/2011,18,3,3,3,15,5,18
CR,8/18/2011,19,3,3,3,20,5,18
CR,8/18/2011,20,4,4,2,26,5,18
CR,8/18/2011,21,5,5,1,43,5,18
CR,8/18/2011,22,5,5,1,38,5,18
CR,8/18/2011,23,4,5,1,35,5,18
C4,8/19/2011,0,1,1,0,5,6,19
C4,8/19/2011,1,1,1,0,2,6,19
C4,8/19/2011,2,1,1,0,5,6,19
C4,8/19/2011,3,1,1,0,2,6,19
C4,8/19/2011,4,0,0,1,0,6,19
C4,8/19/2011,5,0,0,1,0,6,19
C4,8/19/2011,6,0,0,1,0,6,19
C4,8/19/2011,7,0,0,1,0,6,19
C4,8/19/2011,8,0,0,1,0,6,19
C4,8/19/2011,9,0,0,1,0,6,19
C4,8/19/2011,10,0,0,1,0,6,19
C4,8/19/2011,11,0,0,1,0,6,19
C4,8/19/2011,12,1,1,0,5,6,19
C4,8/19/2011,13,1,1,0,4,6,19
C4,8/19/2011,14,1,1,0,5,6,19
C4,8/19/2011,15,1,1,0,4,6,19
C4,8/19/2011,16,1,1,0,5,6,19
C4,8/19/2011,17,1,1,0,5,6,19
C4,8/19/2011,18,1,1,0,5,6,19
C4,8/19/2011,19,1,1,0,5,6,19
C4,8/19/2011,20,0,1,0,0,6,19
C4,8/19/2011,21,1,1,0,5,6,19
C4,8/19/2011,22,1,1,0,5,6,19
C4,8/19/2011,23,1,1,0,5,6,19
CR,8/19/2011,0,5,5,1,30,6,19
CR,8/19/2011,1,5,5,1,26,6,19
CR,8/19/2011,2,5,5,1,24,6,19
CR,8/19/2011,3,2,2,4,4,6,19
CR,8/19/2011,4,1,1,5,5,6,19
CR,8/19/2011,5,1,1,5,5,6,19
CR,8/19/2011,6,1,1,5,2,6,19
CR,8/19/2011,7,1,1,5,5,6,19
CR,8/19/2011,8,1,1,5,2,6,19
CR,8/19/2011,9,1,1,5,4,6,19
CR,8/19/2011,10,1,1,5,1,6,19
CR,8/19/2011,11,3,3,3,15,6,19
CR,8/19/2011,12,3,3,3,18,6,19
CR,8/19/2011,13,4,4,2,23,6,19
CR,8/19/2011,14,4,4,2,20,6,19
CR,8/19/2011,15,4,4,2,26,6,19
CR,8/19/2011,16,4,4,2,29,6,19
CR,8/19/2011,17,4,4,2,37,6,19
CR,8/19/2011,18,3,4,2,30,6,19
CR,8/19/2011,19,4,4,2,36,6,19
CR,8/19/2011,20,5,5,1,34,6,19
CR,8/19/2011,21,6,6,0,50,6,19
CR,8/19/2011,22,6,6,0,39,6,19
CR,8/19/2011,23,6,6,0,48,6,19
C4,8/20/2011,0,1,1,0,5,7,20
C4,8/20/2011,1,1,1,0,4,7,20
C4,8/20/2011,2,1,1,0,5,7,20
C4,8/20/2011,3,1,1,0,4,7,20
C4,8/20/2011,4,1,1,0,5,7,20
C4,8/20/2011,5,0,1,0,0,7,20
C4,8/20/2011,6,1,1,0,5,7,20
C4,8/20/2011,7,1,1,0,2,7,20
C4,8/20/2011,8,0,1,0,0,7,20
C4,8/20/2011,9,1,1,0,5,7,20
C4,8/20/2011,10,1,1,0,5,7,20
C4,8/20/2011,11,1,1,0,3,7,20
C4,8/20/2011,12,1,1,0,2,7,20
C4,8/20/2011,13,1,1,0,2,7,20
C4,8/20/2011,14,1,1,0,3,7,20
C4,8/20/2011,15,1,1,0,3,7,20
C4,8/20/2011,16,1,1,0,5,7,20
C4,8/20/2011,17,1,1,0,2,7,20
C4,8/20/2011,18,1,1,0,5,7,20
C4,8/20/2011,19,1,1,0,6,7,20
C4,8/20/2011,20,1,1,0,6,7,20
C4,8/20/2011,21,1,1,0,3,7,20
C4,8/20/2011,22,1,1,0,5,7,20
C4,8/20/2011,23,1,1,0,4,7,20
CR,8/20/2011,0,6,6,0,55,7,20
CR,8/20/2011,1,6,6,0,42,7,20
CR,8/20/2011,2,6,6,0,40,7,20
CR,8/20/2011,3,4,4,2,20,7,20
CR,8/20/2011,4,3,3,3,19,7,20
CR,8/20/2011,5,2,2,4,6,7,20
CR,8/20/2011,6,1,2,4,3,7,20
CR,8/20/2011,7,1,2,4,4,7,20
CR,8/20/2011,8,1,2,4,1,7,20
CR,8/20/2011,9,1,2,4,5,7,20
CR,8/20/2011,10,2,2,4,6,7,20
CR,8/20/2011,11,3,3,3,19,7,20
CR,8/20/2011,12,4,4,2,27,7,20
CR,8/20/2011,13,5,5,1,25,7,20
CR,8/20/2011,14,5,5,1,38,7,20
CR,8/20/2011,15,5,5,1,46,7,20
CR,8/20/2011,16,5,5,1,39,7,20
CR,8/20/2011,17,5,5,1,46,7,20
CR,8/20/2011,18,5,5,1,33,7,20
CR,8/20/2011,19,5,5,1,34,7,20
CR,8/20/2011,20,5,5,1,34,7,20
CR,8/20/2011,21,6,6,0,62,7,20
CR,8/20/2011,22,6,6,0,40,7,20
CR,8/20/2011,23,6,6,0,45,7,20
C4,8/21/2011,0,1,1,0,5,1,21
C4,8/21/2011,1,1,1,0,5,1,21
C4,8/21/2011,2,1,1,0,5,1,21
C4,8/21/2011,3,1,1,0,2,1,21
C4,8/21/2011,4,1,1,0,5,1,21
C4,8/21/2011,5,0,1,0,0,1,21
C4,8/21/2011,6,0,1,0,0,1,21
C4,8/21/2011,7,0,1,0,0,1,21
C4,8/21/2011,8,0,1,0,0,1,21
C4,8/21/2011,9,1,1,0,3,1,21
C4,8/21/2011,10,1,1,0,2,1,21
C4,8/21/2011,11,1,1,0,6,1,21
C4,8/21/2011,12,1,1,0,4,1,21
C4,8/21/2011,13,1,1,0,3,1,21
C4,8/21/2011,14,1,1,0,3,1,21
C4,8/21/2011,15,1,1,0,4,1,21
C4,8/21/2011,16,1,1,0,5,1,21
C4,8/21/2011,17,1,1,0,4,1,21
C4,8/21/2011,18,1,1,0,3,1,21
C4,8/21/2011,19,1,1,0,4,1,21
C4,8/21/2011,20,1,1,0,5,1,21
C4,8/21/2011,21,1,1,0,5,1,21
C4,8/21/2011,22,1,1,0,6,1,21
C4,8/21/2011,23,1,1,0,6,1,21
CR,8/21/2011,0,6,6,0,47,1,21
CR,8/21/2011,1,4,6,0,32,1,21
CR,8/21/2011,2,5,6,0,32,1,21
CR,8/21/2011,3,4,5,1,22,1,21
CR,8/21/2011,4,1,1,5,10,1,21
CR,8/21/2011,5,1,1,5,5,1,21
CR,8/21/2011,6,1,1,5,9,1,21
CR,8/21/2011,7,1,1,5,10,1,21
CR,8/21/2011,8,1,1,5,5,1,21
CR,8/21/2011,9,1,1,5,4,1,21
CR,8/21/2011,10,2,2,4,8,1,21
CR,8/21/2011,11,3,3,3,17,1,21
CR,8/21/2011,12,4,4,2,15,1,21
CR,8/21/2011,13,4,4,2,20,1,21
CR,8/21/2011,14,4,4,2,25,1,21
CR,8/21/2011,15,4,4,2,32,1,21
CR,8/21/2011,16,4,4,2,37,1,21
CR,8/21/2011,17,4,4,2,28,1,21
CR,8/21/2011,18,4,4,2,17,1,21
CR,8/21/2011,19,3,4,2,24,1,21
CR,8/21/2011,20,4,4,2,23,1,21
CR,8/21/2011,21,5,5,1,34,1,21
CR,8/21/2011,22,5,5,1,33,1,21
CR,8/21/2011,23,5,5,1,51,1,21
C4,8/22/2011,0,1,1,0,5,2,22
C4,8/22/2011,1,1,1,0,6,2,22
C4,8/22/2011,2,1,1,0,6,2,22
C4,8/22/2011,3,1,1,0,5,2,22
C4,8/22/2011,4,1,1,0,3,2,22
C4,8/22/2011,5,1,1,0,2,2,22
C4,8/22/2011,6,1,1,0,5,2,22
C4,8/22/2011,7,1,1,0,3,2,22
C4,8/22/2011,8,1,1,0,5,2,22
C4,8/22/2011,9,1,1,0,3,2,22
C4,8/22/2011,10,1,1,0,4,2,22
C4,8/22/2011,11,1,1,0,3,2,22
C4,8/22/2011,12,1,1,0,4,2,22
C4,8/22/2011,13,1,1,0,4,2,22
C4,8/22/2011,14,1,1,0,4,2,22
C4,8/22/2011,15,1,1,0,6,2,22
C4,8/22/2011,16,1,1,0,3,2,22
C4,8/22/2011,17,1,1,0,5,2,22
C4,8/22/2011,18,1,1,0,6,2,22
C4,8/22/2011,19,1,1,0,6,2,22
C4,8/22/2011,20,1,1,0,6,2,22
C4,8/22/2011,21,1,1,0,5,2,22
C4,8/22/2011,22,1,1,0,6,2,22
C4,8/22/2011,23,1,1,0,6,2,22
CR,8/22/2011,0,5,5,1,58,2,22
CR,8/22/2011,1,5,5,1,44,2,22
CR,8/22/2011,2,4,4,2,23,2,22
CR,8/22/2011,3,2,2,4,10,2,22
CR,8/22/2011,4,0,0,6,0,2,22
CR,8/22/2011,5,1,1,5,1,2,22
CR,8/22/2011,6,1,1,5,1,2,22
CR,8/22/2011,7,1,1,5,12,2,22
CR,8/22/2011,8,1,1,5,4,2,22
CR,8/22/2011,9,1,1,5,2,2,22
CR,8/22/2011,10,1,1,5,12,2,22
CR,8/22/2011,11,2,2,4,16,2,22
CR,8/22/2011,12,2,3,3,8,2,22
CR,8/22/2011,13,3,3,3,18,2,22
CR,8/22/2011,14,3,3,3,26,2,22
CR,8/22/2011,15,3,3,3,28,2,22
CR,8/22/2011,16,3,3,3,20,2,22
CR,8/22/2011,17,3,3,3,16,2,22
CR,8/22/2011,18,3,3,3,23,2,22
CR,8/22/2011,19,3,3,3,20,2,22
CR,8/22/2011,20,3,3,3,21,2,22
CR,8/22/2011,21,4,4,2,25,2,22
CR,8/22/2011,22,4,4,2,29,2,22
CR,8/22/2011,23,3,4,2,22,2,22
C4,8/23/2011,0,1,1,0,6,3,23
C4,8/23/2011,1,1,1,0,6,3,23
C4,8/23/2011,2,1,1,0,5,3,23
C4,8/23/2011,3,1,1,0,5,3,23
C4,8/23/2011,4,1,1,0,6,3,23
C4,8/23/2011,5,1,1,0,5,3,23
C4,8/23/2011,6,1,1,0,2,3,23
C4,8/23/2011,7,0,1,0,0,3,23
C4,8/23/2011,8,0,1,0,0,3,23
C4,8/23/2011,9,1,1,0,1,3,23
C4,8/23/2011,10,1,1,0,5,3,23
C4,8/23/2011,11,1,1,0,5,3,23
C4,8/23/2011,12,1,1,0,5,3,23
C4,8/23/2011,13,1,1,0,4,3,23
C4,8/23/2011,14,1,1,0,2,3,23
C4,8/23/2011,15,1,1,0,1,3,23
C4,8/23/2011,16,0,1,0,0,3,23
C4,8/23/2011,17,1,1,0,4,3,23
C4,8/23/2011,18,1,1,0,5,3,23
C4,8/23/2011,19,1,1,0,1,3,23
C4,8/23/2011,20,1,1,0,5,3,23
C4,8/23/2011,21,1,1,0,5,3,23
C4,8/23/2011,22,1,1,0,5,3,23
C4,8/23/2011,23,1,1,0,3,3,23
CR,8/23/2011,0,4,4,2,26,3,23
CR,8/23/2011,1,4,4,2,29,3,23
CR,8/23/2011,2,3,3,3,13,3,23
CR,8/23/2011,3,2,2,4,10,3,23
CR,8/23/2011,4,1,1,5,8,3,23
CR,8/23/2011,5,0,1,5,0,3,23
CR,8/23/2011,6,1,1,5,1,3,23
CR,8/23/2011,7,1,1,5,5,3,23
CR,8/23/2011,8,1,1,5,5,3,23
CR,8/23/2011,9,1,1,5,5,3,23
CR,8/23/2011,10,1,1,5,4,3,23
CR,8/23/2011,11,1,2,4,4,3,23
CR,8/23/2011,12,3,3,3,20,3,23
CR,8/23/2011,13,3,3,3,24,3,23
CR,8/23/2011,14,3,3,3,19,3,23
CR,8/23/2011,15,3,3,3,17,3,23
CR,8/23/2011,16,3,3,3,19,3,23
CR,8/23/2011,17,3,3,3,32,3,23
CR,8/23/2011,18,3,3,3,24,3,23
CR,8/23/2011,19,3,3,3,30,3,23
CR,8/23/2011,20,2,3,3,10,3,23
CR,8/23/2011,21,4,4,2,20,3,23
CR,8/23/2011,22,4,4,2,24,3,23
CR,8/23/2011,23,4,4,2,28,3,23
C4,8/24/2011,0,1,1,0,5,4,24
C4,8/24/2011,1,1,1,0,6,4,24
C4,8/24/2011,2,1,1,0,5,4,24
C4,8/24/2011,3,1,1,0,4,4,24
C4,8/24/2011,4,0,0,1,0,4,24
C4,8/24/2011,5,0,0,1,0,4,24
C4,8/24/2011,6,0,0,1,0,4,24
C4,8/24/2011,7,0,0,1,0,4,24
C4,8/24/2011,8,0,0,1,0,4,24
C4,8/24/2011,9,0,0,1,0,4,24
C4,8/24/2011,10,0,0,1,0,4,24
C4,8/24/2011,11,0,0,1,0,4,24
C4,8/24/2011,12,1,1,0,4,4,24
C4,8/24/2011,13,1,1,0,3,4,24
C4,8/24/2011,14,1,1,0,4,4,24
C4,8/24/2011,15,1,1,0,4,4,24
C4,8/24/2011,16,1,1,0,3,4,24
C4,8/24/2011,17,1,1,0,4,4,24
C4,8/24/2011,18,1,1,0,6,4,24
C4,8/24/2011,19,1,1,0,5,4,24
C4,8/24/2011,20,1,1,0,2,4,24
C4,8/24/2011,21,1,1,0,4,4,24
C4,8/24/2011,22,1,1,0,5,4,24
C4,8/24/2011,23,1,1,0,3,4,24
CR,8/24/2011,0,4,4,2,32,4,24
CR,8/24/2011,1,3,4,2,21,4,24
CR,8/24/2011,2,3,3,3,10,4,24
CR,8/24/2011,3,3,3,3,13,4,24
CR,8/24/2011,4,1,1,5,6,4,24
CR,8/24/2011,5,1,1,5,8,4,24
CR,8/24/2011,6,1,1,5,7,4,24
CR,8/24/2011,7,1,1,5,4,4,24
CR,8/24/2011,8,1,1,5,9,4,24
CR,8/24/2011,9,1,1,5,3,4,24
CR,8/24/2011,10,1,1,5,2,4,24
CR,8/24/2011,11,2,3,3,14,4,24
CR,8/24/2011,12,3,3,3,7,4,24
CR,8/24/2011,13,3,3,3,14,4,24
CR,8/24/2011,14,3,3,3,16,4,24
CR,8/24/2011,15,3,3,3,27,4,24
CR,8/24/2011,16,3,3,3,13,4,24
CR,8/24/2011,17,3,3,3,18,4,24
CR,8/24/2011,18,2,3,3,15,4,24
CR,8/24/2011,19,3,3,3,17,4,24
CR,8/24/2011,20,3,4,2,18,4,24
CR,8/24/2011,21,4,5,1,19,4,24
CR,8/24/2011,22,5,5,1,36,4,24
CR,8/24/2011,23,5,5,1,35,4,24
C4,8/25/2011,0,1,1,0,5,5,25
C4,8/25/2011,1,1,1,0,1,5,25
C4,8/25/2011,2,1,1,0,2,5,25
C4,8/25/2011,3,0,1,0,0,5,25
C4,8/25/2011,4,0,0,1,0,5,25
C4,8/25/2011,5,0,0,1,0,5,25
C4,8/25/2011,6,0,0,1,0,5,25
C4,8/25/2011,7,0,0,1,0,5,25
C4,8/25/2011,8,0,0,1,0,5,25
C4,8/25/2011,9,0,0,1,0,5,25
C4,8/25/2011,10,0,0,1,0,5,25
C4,8/25/2011,11,0,0,1,0,5,25
C4,8/25/2011,12,0,0,1,0,5,25
C4,8/25/2011,13,1,1,0,5,5,25
C4,8/25/2011,14,1,1,0,5,5,25
C4,8/25/2011,15,1,1,0,5,5,25
C4,8/25/2011,16,1,1,0,5,5,25
C4,8/25/2011,17,1,1,0,5,5,25
C4,8/25/2011,18,1,1,0,4,5,25
C4,8/25/2011,19,1,1,0,5,5,25
C4,8/25/2011,20,1,1,0,4,5,25
C4,8/25/2011,21,1,1,0,6,5,25
C4,8/25/2011,22,1,1,0,5,5,25
C4,8/25/2011,23,1,1,0,5,5,25
CR,8/25/2011,0,5,5,1,29,5,25
CR,8/25/2011,1,5,5,1,22,5,25
CR,8/25/2011,2,4,4,2,21,5,25
CR,8/25/2011,3,2,3,3,14,5,25
CR,8/25/2011,4,2,2,4,8,5,25
CR,8/25/2011,5,1,2,4,5,5,25
CR,8/25/2011,6,1,2,4,4,5,25
CR,8/25/2011,7,1,2,4,6,5,25
CR,8/25/2011,8,1,1,5,8,5,25
CR,8/25/2011,9,1,1,5,9,5,25
CR,8/25/2011,10,1,1,5,7,5,25
CR,8/25/2011,11,1,2,4,9,5,25
CR,8/25/2011,12,3,3,3,17,5,25
CR,8/25/2011,13,2,3,3,22,5,25
CR,8/25/2011,14,3,3,3,28,5,25
CR,8/25/2011,15,2,3,3,12,5,25
CR,8/25/2011,16,3,3,3,26,5,25
CR,8/25/2011,17,3,3,3,16,5,25
CR,8/25/2011,18,3,3,3,17,5,25
CR,8/25/2011,19,3,3,3,19,5,25
CR,8/25/2011,20,4,4,2,16,5,25
CR,8/25/2011,21,5,5,1,35,5,25
CR,8/25/2011,22,5,5,1,49,5,25
CR,8/25/2011,23,5,5,1,40,5,25
C4,8/26/2011,0,1,1,0,6,6,26
C4,8/26/2011,1,1,1,0,2,6,26
C4,8/26/2011,2,1,1,0,4,6,26
C4,8/26/2011,3,1,1,0,4,6,26
C4,8/26/2011,4,1,1,0,2,6,26
C4,8/26/2011,5,1,1,0,2,6,26
C4,8/26/2011,6,0,1,0,0,6,26
C4,8/26/2011,7,1,1,0,1,6,26
C4,8/26/2011,8,1,1,0,5,6,26
C4,8/26/2011,9,1,1,0,5,6,26
C4,8/26/2011,10,0,1,0,0,6,26
C4,8/26/2011,11,1,1,0,6,6,26
C4,8/26/2011,12,1,1,0,5,6,26
C4,8/26/2011,13,1,1,0,4,6,26
C4,8/26/2011,14,1,1,0,4,6,26
C4,8/26/2011,15,1,1,0,5,6,26
C4,8/26/2011,16,1,1,0,3,6,26
C4,8/26/2011,17,1,1,0,3,6,26
C4,8/26/2011,18,1,1,0,2,6,26
C4,8/26/2011,19,1,1,0,6,6,26
C4,8/26/2011,20,1,1,0,1,6,26
C4,8/26/2011,21,1,1,0,4,6,26
C4,8/26/2011,22,1,1,0,4,6,26
C4,8/26/2011,23,1,1,0,3,6,26
CR,8/26/2011,0,5,5,1,33,6,26
CR,8/26/2011,1,5,5,1,44,6,26
CR,8/26/2011,2,5,5,1,27,6,26
CR,8/26/2011,3,4,5,1,32,6,26
CR,8/26/2011,4,2,2,4,15,6,26
CR,8/26/2011,5,1,1,5,8,6,26
CR,8/26/2011,6,1,1,5,6,6,26
CR,8/26/2011,7,0,1,5,0,6,26
CR,8/26/2011,8,1,1,5,3,6,26
CR,8/26/2011,9,1,1,5,8,6,26
CR,8/26/2011,10,2,2,4,11,6,26
CR,8/26/2011,11,3,3,3,15,6,26
CR,8/26/2011,12,3,3,3,17,6,26
CR,8/26/2011,13,4,4,2,21,6,26
CR,8/26/2011,14,4,4,2,33,6,26
CR,8/26/2011,15,4,4,2,37,6,26
CR,8/26/2011,16,4,4,2,36,6,26
CR,8/26/2011,17,4,4,2,29,6,26
CR,8/26/2011,18,4,4,2,28,6,26
CR,8/26/2011,19,4,4,2,36,6,26
CR,8/26/2011,20,5,5,1,44,6,26
CR,8/26/2011,21,5,5,1,38,6,26
CR,8/26/2011,22,5,5,1,52,6,26
CR,8/26/2011,23,5,5,1,36,6,26
C4,8/27/2011,0,1,1,0,5,7,27
C4,8/27/2011,1,1,1,0,4,7,27
C4,8/27/2011,2,1,1,0,5,7,27
C4,8/27/2011,3,1,1,0,2,7,27
C4,8/27/2011,4,1,1,0,2,7,27
C4,8/27/2011,5,0,1,0,0,7,27
C4,8/27/2011,6,0,1,0,0,7,27
C4,8/27/2011,7,0,1,0,0,7,27
C4,8/27/2011,8,1,1,0,3,7,27
C4,8/27/2011,9,1,1,0,2,7,27
C4,8/27/2011,10,0,1,0,0,7,27
C4,8/27/2011,11,0,1,0,0,7,27
C4,8/27/2011,12,1,1,0,3,7,27
C4,8/27/2011,13,1,1,0,5,7,27
C4,8/27/2011,14,1,1,0,5,7,27
C4,8/27/2011,15,1,1,0,2,7,27
C4,8/27/2011,16,1,1,0,4,7,27
C4,8/27/2011,17,1,1,0,3,7,27
C4,8/27/2011,18,1,1,0,4,7,27
C4,8/27/2011,19,0,1,0,0,7,27
C4,8/27/2011,20,1,1,0,2,7,27
C4,8/27/2011,21,1,1,0,1,7,27
C4,8/27/2011,22,1,1,0,4,7,27
C4,8/27/2011,23,1,1,0,5,7,27
CR,8/27/2011,0,5,5,1,51,7,27
CR,8/27/2011,1,5,5,1,59,7,27
CR,8/27/2011,2,5,5,1,35,7,27
CR,8/27/2011,3,5,5,1,43,7,27
CR,8/27/2011,4,4,5,1,22,7,27
CR,8/27/2011,5,2,3,3,14,7,27
CR,8/27/2011,6,2,3,3,8,7,27
CR,8/27/2011,7,2,3,3,9,7,27
CR,8/27/2011,8,1,2,4,9,7,27
CR,8/27/2011,9,1,2,4,8,7,27
CR,8/27/2011,10,2,2,4,16,7,27
CR,8/27/2011,11,4,4,2,31,7,27
CR,8/27/2011,12,4,4,2,26,7,27
CR,8/27/2011,13,4,5,1,37,7,27
CR,8/27/2011,14,4,5,1,31,7,27
CR,8/27/2011,15,5,5,1,38,7,27
CR,8/27/2011,16,5,5,1,39,7,27
CR,8/27/2011,17,5,5,1,33,7,27
CR,8/27/2011,18,5,5,1,31,7,27
CR,8/27/2011,19,5,5,1,40,7,27
CR,8/27/2011,20,5,5,1,40,7,27
CR,8/27/2011,21,5,5,1,50,7,27
CR,8/27/2011,22,5,5,1,50,7,27
CR,8/27/2011,23,5,5,1,52,7,27
C4,8/28/2011,0,1,1,0,3,1,28
C4,8/28/2011,1,1,1,0,4,1,28
C4,8/28/2011,2,1,1,0,2,1,28
C4,8/28/2011,3,0,1,0,0,1,28
C4,8/28/2011,4,0,0,1,0,1,28
C4,8/28/2011,5,0,0,1,0,1,28
C4,8/28/2011,6,0,0,1,0,1,28
C4,8/28/2011,7,0,0,1,0,1,28
C4,8/28/2011,8,0,0,1,0,1,28
C4,8/28/2011,9,0,0,1,0,1,28
C4,8/28/2011,10,0,0,1,0,1,28
C4,8/28/2011,11,0,0,1,0,1,28
C4,8/28/2011,12,0,0,1,0,1,28
C4,8/28/2011,13,1,1,0,5,1,28
C4,8/28/2011,14,1,1,0,3,1,28
C4,8/28/2011,15,1,1,0,3,1,28
C4,8/28/2011,16,1,1,0,3,1,28
C4,8/28/2011,17,1,1,0,5,1,28
C4,8/28/2011,18,1,1,0,4,1,28
C4,8/28/2011,19,1,1,0,3,1,28
C4,8/28/2011,20,1,1,0,2,1,28
C4,8/28/2011,21,1,1,0,3,1,28
C4,8/28/2011,22,1,1,0,1,1,28
C4,8/28/2011,23,1,1,0,2,1,28
CR,8/28/2011,0,5,5,1,48,1,28
CR,8/28/2011,1,5,5,1,38,1,28
CR,8/28/2011,2,5,5,1,33,1,28
CR,8/28/2011,3,2,2,4,14,1,28
CR,8/28/2011,4,2,2,4,24,1,28
CR,8/28/2011,5,2,2,4,6,1,28
CR,8/28/2011,6,1,2,4,5,1,28
CR,8/28/2011,7,1,2,4,5,1,28
CR,8/28/2011,8,1,1,5,5,1,28
CR,8/28/2011,9,1,1,5,8,1,28
CR,8/28/2011,10,2,2,4,5,1,28
CR,8/28/2011,11,3,3,3,24,1,28
CR,8/28/2011,12,3,4,2,9,1,28
CR,8/28/2011,13,3,4,2,10,1,28
CR,8/28/2011,14,4,4,2,40,1,28
CR,8/28/2011,15,4,4,2,21,1,28
CR,8/28/2011,16,4,4,2,19,1,28
CR,8/28/2011,17,4,4,2,30,1,28
CR,8/28/2011,18,4,4,2,23,1,28
CR,8/28/2011,19,4,4,2,21,1,28
CR,8/28/2011,20,4,4,2,33,1,28
CR,8/28/2011,21,4,5,1,36,1,28
CR,8/28/2011,22,5,5,1,41,1,28
CR,8/28/2011,23,5,5,1,43,1,28
C4,8/29/2011,0,1,1,0,3,2,29
C4,8/29/2011,1,1,1,0,3,2,29
C4,8/29/2011,2,1,1,0,4,2,29
C4,8/29/2011,3,0,0,1,0,2,29
C4,8/29/2011,4,0,0,1,0,2,29
C4,8/29/2011,5,0,0,1,0,2,29
C4,8/29/2011,6,0,0,1,0,2,29
C4,8/29/2011,7,0,0,1,0,2,29
C4,8/29/2011,8,0,0,1,0,2,29
C4,8/29/2011,9,0,0,1,0,2,29
C4,8/29/2011,10,0,0,1,0,2,29
C4,8/29/2011,11,0,0,1,0,2,29
C4,8/29/2011,12,1,1,0,6,2,29
C4,8/29/2011,13,1,1,0,6,2,29
C4,8/29/2011,14,1,1,0,6,2,29
C4,8/29/2011,15,1,1,0,5,2,29
C4,8/29/2011,16,1,1,0,6,2,29
C4,8/29/2011,17,1,1,0,5,2,29
C4,8/29/2011,18,1,1,0,2,2,29
C4,8/29/2011,19,1,1,0,4,2,29
C4,8/29/2011,20,1,1,0,6,2,29
C4,8/29/2011,21,1,1,0,4,2,29
C4,8/29/2011,22,1,1,0,6,2,29
C4,8/29/2011,23,1,1,0,6,2,29
CR,8/29/2011,0,5,5,1,41,2,29
CR,8/29/2011,1,4,4,2,19,2,29
CR,8/29/2011,2,2,2,4,16,2,29
CR,8/29/2011,3,1,1,5,3,2,29
CR,8/29/2011,4,1,1,5,1,2,29
CR,8/29/2011,5,1,1,5,5,2,29
CR,8/29/2011,6,1,1,5,12,2,29
CR,8/29/2011,7,1,1,5,1,2,29
CR,8/29/2011,8,1,1,5,3,2,29
CR,8/29/2011,9,1,1,5,5,2,29
